Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Kew,3/26 Edgevale Rd,2,t,942000.0,S,hockingstuart,3/06/2017,5.4,3101.0,2.0,1.0,1.0,0.0,109.0,1975.0,Boroondara City Council,-37.81439,145.04237,Southern Metropolitan,10331.0
Kew,1/321 High St,1,u,515000.0,S,Marshall,3/06/2017,5.4,3101.0,1.0,1.0,1.0,0.0,62.0,1900.0,Boroondara City Council,-37.80468,145.03614,Southern Metropolitan,10331.0
Kew East,11 Arden Ct,4,h,2162000.0,S,Jellis,3/06/2017,7.3,3102.0,4.0,2.0,3.0,794.0,192.0,1950.0,Boroondara City Council,-37.79172,145.05863,Southern Metropolitan,2671.0
Kew East,1/196 Kilby Rd,3,t,,S,Noel,3/06/2017,7.3,3102.0,3.0,2.0,2.0,0.0,185.0,2002.0,Boroondara City Council,-37.79331,145.0616,Southern Metropolitan,2671.0
Kew East,7 Riverside Dr,3,h,2260000.0,S,Jellis,3/06/2017,7.3,3102.0,3.0,2.0,4.0,753.0,280.0,1937.0,Boroondara City Council,-37.79017,145.06381000000002,Southern Metropolitan,2671.0
Keysborough,2 Eildon Dr,4,h,745000.0,S,C21,3/06/2017,25.2,3173.0,4.0,2.0,1.0,624.0,159.0,1969.0,Greater Dandenong City Council,-37.9887,145.16158000000001,South-Eastern Metropolitan,8459.0
Kings Park,9 Sandra St,3,h,,SN,Barry,3/06/2017,14.0,3021.0,3.0,2.0,3.0,546.0,119.0,1975.0,Brimbank City Council,-37.73295,144.77795,Western Metropolitan,2878.0
Kingsbury,101 The Fairway,4,h,800001.0,SP,Purplebricks,3/06/2017,12.1,3083.0,4.0,1.0,2.0,467.0,120.0,1970.0,Darebin City Council,-37.7126,145.02996000000002,Northern Metropolitan,1414.0
Lalor,4 Casey Dr,3,h,521000.0,S,Ray,3/06/2017,16.3,3075.0,3.0,1.0,2.0,589.0,100.0,1975.0,Whittlesea City Council,-37.670559999999995,145.03698,Northern Metropolitan,8279.0
Malvern,8 Grace St,3,h,,S,Jellis,3/06/2017,5.9,3144.0,3.0,2.0,2.0,660.0,187.0,1900.0,Stonnington City Council,-37.86036,145.03537,Southern Metropolitan,4675.0
Malvern,6/36 Johnstone St,2,u,592000.0,S,Gary,3/06/2017,5.9,3144.0,2.0,1.0,1.0,0.0,72.9,1977.0,Stonnington City Council,-37.86824,145.03503999999998,Southern Metropolitan,4675.0
Malvern,11/37 Wheatland Rd,1,u,455000.0,S,Biggin,3/06/2017,5.9,3144.0,1.0,1.0,1.0,1112.0,45.4,,Stonnington City Council,-37.86561,145.03602,Southern Metropolitan,4675.0
Malvern East,51 Tooronga Rd,3,h,1780000.0,S,Marshall,3/06/2017,8.4,3145.0,3.0,2.0,2.0,580.0,146.0,1930.0,Stonnington City Council,-37.8683,145.03909,Southern Metropolitan,8801.0
Malvern East,6/59 Tooronga Rd,2,u,,PI,Thomson,3/06/2017,8.4,3145.0,2.0,1.0,1.0,0.0,69.5,1950.0,Stonnington City Council,-37.8677,145.0392,Southern Metropolitan,8801.0
Maribyrnong,2/6 Horizon Dr,2,u,585000.0,S,Brad,3/06/2017,4.3,3032.0,2.0,2.0,2.0,37000.0,90.0,2004.0,Maribyrnong City Council,-37.77518,144.89254,Western Metropolitan,4918.0
Maribyrnong,11 Maireana St,4,h,1085000.0,SP,Biggin,3/06/2017,4.3,3032.0,4.0,2.0,2.0,238.0,221.3,2007.0,Maribyrnong City Council,-37.7833,144.89717,Western Metropolitan,4918.0
Melton,95 Barries Rd,3,h,,SN,Barry,3/06/2017,31.7,3337.0,3.0,2.0,2.0,587.0,121.6,1975.0,Melton City Council,-37.68841,144.57314,Western Victoria,3600.0
Melton,1 Irving Rd,4,h,400000.0,S,YPA,3/06/2017,31.7,3337.0,4.0,2.0,2.0,643.0,30.0,,Melton City Council,-37.688340000000004,144.56803,Western Victoria,3600.0
Melton South,1 Tamar Dr,4,h,355000.0,S,Raine,3/06/2017,29.8,3338.0,4.0,2.0,1.0,766.0,147.0,1980.0,Melton City Council,-37.69791,144.5807,Western Victoria,4718.0
Melton West,2 Fairbank Pl,5,h,355000.0,S,Raine,3/06/2017,31.7,3337.0,5.0,2.0,2.0,666.0,156.0,1976.0,Melton City Council,-37.67523,144.55833,Northern Victoria,6065.0
Mentone,2/68 Naples Rd,2,t,800000.0,SP,Hodges,3/06/2017,20.0,3194.0,2.0,1.0,1.0,0.0,104.0,1980.0,Kingston City Council,-37.98937,145.06723,South-Eastern Metropolitan,6162.0
Mentone,70 Voltri St,3,h,885000.0,S,hockingstuart,3/06/2017,20.0,3194.0,3.0,1.0,2.0,530.0,129.0,1980.0,Kingston City Council,-37.975840000000005,145.08106999999998,South-Eastern Metropolitan,6162.0
Mernda,62 Brinkhill Dr,3,h,,W,Stockdale,3/06/2017,25.9,3754.0,3.0,2.0,2.0,714.0,222.0,2013.0,Whittlesea City Council,-37.607479999999995,145.08496,Northern Metropolitan,5812.0
Middle Park,67 McGregor St,3,h,2010000.0,S,Cayzer,3/06/2017,3.0,3206.0,3.0,1.0,0.0,207.0,128.0,1890.0,Port Phillip City Council,-37.853559999999995,144.96415,Southern Metropolitan,2019.0
Middle Park,92 Neville St,3,h,,SP,Marshall,3/06/2017,3.0,3206.0,3.0,2.0,0.0,185.0,125.0,1910.0,Port Phillip City Council,-37.850159999999995,144.9613,Southern Metropolitan,2019.0
Middle Park,204 Page St,6,h,5600000.0,PI,Marshall,3/06/2017,3.0,3206.0,6.0,4.0,2.0,472.0,328.0,1915.0,Port Phillip City Council,-37.852309999999996,144.96373,Southern Metropolitan,2019.0
Mill Park,4 Carlita Cl,4,h,732000.0,S,Harcourts,3/06/2017,17.9,3082.0,3.0,2.0,1.0,808.0,184.0,1980.0,Whittlesea City Council,-37.67348,145.06982,Northern Metropolitan,10529.0
Mill Park,7 Eaglet Ct,4,h,720000.0,S,Harcourts,3/06/2017,17.9,3082.0,4.0,2.0,3.0,649.0,158.0,1985.0,Whittlesea City Council,-37.676809999999996,145.06413999999998,Northern Metropolitan,10529.0
Mill Park,6 Parklea Ct,3,h,556500.0,S,LJ,3/06/2017,17.9,3082.0,3.0,1.0,2.0,526.0,113.2,1985.0,Whittlesea City Council,-37.67561,145.05641,Northern Metropolitan,10529.0
Mitcham,47 Quarry Rd,2,h,,SN,Walshe,3/06/2017,17.2,3132.0,2.0,1.0,1.0,525.0,106.0,1950.0,Whitehorse City Council,-37.80871,145.19863999999998,Eastern Metropolitan,6871.0
Moonee Ponds,36 Aberfeldie St,3,h,1850000.0,SP,McDonald,3/06/2017,6.2,3039.0,3.0,2.0,2.0,596.0,203.0,1950.0,Moonee Valley City Council,-37.76086,144.90497,Western Metropolitan,6232.0
Moonee Ponds,26 Scotia St,2,h,760000.0,PI,Barry,3/06/2017,6.2,3039.0,2.0,1.0,0.0,251.0,110.0,1980.0,Moonee Valley City Council,-37.76856,144.90577,Western Metropolitan,6232.0
Moonee Ponds,60 Wilson St,4,h,,SS,Nelson,3/06/2017,6.2,3039.0,4.0,3.0,2.0,296.0,219.0,1890.0,Moonee Valley City Council,-37.7632,144.92968,Western Metropolitan,6232.0
Mooroolbark,188 Cardigan Rd,5,h,872000.0,SP,Max,3/06/2017,26.5,3138.0,5.0,2.0,2.0,1254.0,186.75,1980.0,Yarra Ranges Shire Council,-37.790259999999996,145.33738,Eastern Victoria,8280.0
Mooroolbark,32 Churchill Dr,3,h,730000.0,SP,Fletchers,3/06/2017,26.5,3138.0,3.0,2.0,2.0,947.0,104.0,1978.0,Yarra Ranges Shire Council,-37.76517,145.3298,Eastern Victoria,8280.0
Mordialloc,1/6 Krone St,4,t,1170000.0,S,hockingstuart,3/06/2017,21.5,3195.0,4.0,2.0,2.0,312.0,179.0,2004.0,Kingston City Council,-38.001999999999995,145.08916000000002,South-Eastern Metropolitan,3650.0
Mount Waverley,21 Kingston St,3,h,,VB,Jellis,3/06/2017,14.2,3149.0,3.0,1.0,2.0,838.0,131.0,1970.0,Monash City Council,-37.86083,145.11666,Eastern Metropolitan,13366.0
Mount Waverley,2/36 Swayfield Rd,3,t,1011000.0,S,McGrath,3/06/2017,14.2,3149.0,3.0,2.0,2.0,297.0,135.0,2001.0,Monash City Council,-37.8605,145.12853,Eastern Metropolitan,13366.0
Mulgrave,12 Brookland Ct,4,h,,PI,Ray,3/06/2017,18.8,3170.0,4.0,2.0,2.0,913.0,204.0,1980.0,Monash City Council,-37.93173,145.19475,South-Eastern Metropolitan,7113.0
Mulgrave,6 Trentbridge Rd,5,h,,SP,Barry,3/06/2017,18.8,3170.0,5.0,3.0,2.0,524.0,290.0,2009.0,Monash City Council,-37.92714,145.19111999999998,South-Eastern Metropolitan,7113.0
Niddrie,61 Nolan St,4,h,1337000.0,S,Barry,3/06/2017,10.4,3042.0,4.0,2.0,2.0,650.0,254.0,1955.0,Moonee Valley City Council,-37.74103,144.88496,Western Metropolitan,2291.0
Niddrie,3 Shaw St,3,t,,SP,McDonald,3/06/2017,10.4,3042.0,3.0,2.0,1.0,292.0,196.0,2017.0,Moonee Valley City Council,-37.74074,144.8908,Western Metropolitan,2291.0
North Melbourne,22 Melrose St,2,h,970000.0,S,JMRE,3/06/2017,1.8,3051.0,2.0,1.0,0.0,102.0,66.0,1900.0,Melbourne City Council,-37.79489,144.94207,Northern Metropolitan,6821.0
Oak Park,24 Vincent St,4,h,1138000.0,SA,Nelson,3/06/2017,11.2,3046.0,4.0,2.0,2.0,697.0,189.0,1960.0,Moreland City Council,-37.720009999999995,144.91683,Northern Metropolitan,2651.0
Oakleigh East,41 Clayton Rd,2,h,1114000.0,S,Ray,3/06/2017,12.3,3166.0,2.0,1.0,1.0,703.0,90.0,1960.0,Monash City Council,-37.902409999999996,145.12378,Southern Metropolitan,2547.0
Oakleigh East,3/1 Inga St,3,u,740000.0,S,Buxton,3/06/2017,12.3,3166.0,3.0,1.0,1.0,211.0,90.0,2004.0,Monash City Council,-37.899409999999996,145.11523,Southern Metropolitan,2547.0
Oakleigh South,5 Ellesmere St,4,h,1120000.0,S,Buxton,3/06/2017,15.5,3167.0,4.0,2.0,2.0,564.0,161.0,1975.0,Kingston City Council,-37.93543,145.08408,South-Eastern Metropolitan,3692.0
Ormond,8/17 Arnott St,1,u,280000.0,SP,Thomson,3/06/2017,11.4,3204.0,1.0,1.0,1.0,821.0,33.0,1975.0,Glen Eira City Council,-37.90296,145.04637,Southern Metropolitan,3578.0
Ormond,301/437 North Rd,2,u,485000.0,SP,Gary,3/06/2017,11.4,3204.0,2.0,1.0,1.0,0.0,72.0,2012.0,Glen Eira City Council,-37.90335,145.03718,Southern Metropolitan,3578.0
Parkdale,22 Booth St,3,h,1315000.0,SP,Buxton,3/06/2017,21.5,3195.0,3.0,2.0,2.0,627.0,197.0,1950.0,Kingston City Council,-37.99544,145.08727,South-Eastern Metropolitan,5087.0
Parkville,401/228 The Avenue,3,u,1770000.0,S,Woodards,3/06/2017,1.8,3052.0,3.0,2.0,1.0,2431.0,70.0,1999.0,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan,2309.0
Pascoe Vale,1/79 Park St,2,t,,SN,Barry,3/06/2017,8.5,3044.0,2.0,1.0,1.0,155.0,112.0,2012.0,Moreland City Council,-37.722770000000004,144.92287,Northern Metropolitan,7485.0
Port Melbourne,120/1 Graham St,3,u,1725000.0,PI,Marshall,3/06/2017,3.5,3207.0,3.0,2.0,2.0,0.0,189.0,2000.0,Melbourne City Council,-37.8429,144.94487,Southern Metropolitan,8648.0
Port Melbourne,51 Lyons St,3,h,,PI,Marshall,3/06/2017,3.5,3207.0,3.0,2.0,0.0,143.0,145.0,1920.0,Melbourne City Council,-37.83657,144.94511,Southern Metropolitan,8648.0
Port Melbourne,409/216 Rouse St,2,u,665000.0,SP,Cayzer,3/06/2017,3.5,3207.0,2.0,2.0,1.0,1472.0,81.0,2010.0,Melbourne City Council,-37.840959999999995,144.93791000000002,Southern Metropolitan,8648.0
Prahran,37 Charles St,3,h,1400000.0,VB,Jellis,3/06/2017,4.6,3181.0,3.0,2.0,0.0,145.0,138.0,1880.0,Stonnington City Council,-37.84957,144.9889,Southern Metropolitan,7717.0
Prahran,213/15 Clifton St,1,u,,PI,hockingstuart,3/06/2017,4.6,3181.0,1.0,1.0,1.0,0.0,50.0,2013.0,Stonnington City Council,-37.85188,144.99476,Southern Metropolitan,7717.0
Preston,1 Bellarine St,5,h,1400000.0,PI,hockingstuart,3/06/2017,8.4,3072.0,5.0,2.0,2.0,558.0,217.0,1925.0,Darebin City Council,-37.73472,144.99658,Northern Metropolitan,14577.0
Preston,121 Murray Rd,4,h,830000.0,PI,Love,3/06/2017,8.4,3072.0,4.0,1.0,2.0,540.0,540.0,1965.0,Darebin City Council,-37.73935,145.01516999999998,Northern Metropolitan,14577.0
Preston,145 Murray Rd,3,h,881000.0,S,Love,3/06/2017,8.4,3072.0,3.0,1.0,2.0,470.0,115.0,1930.0,Darebin City Council,-37.73912,145.01298,Northern Metropolitan,14577.0
Preston,202 Raglan St,3,h,945000.0,S,McGrath,3/06/2017,8.4,3072.0,3.0,1.0,2.0,349.0,120.0,1940.0,Darebin City Council,-37.74946,145.00875,Northern Metropolitan,14577.0
Preston,8 Scotia St,3,h,1210000.0,S,Nelson,3/06/2017,8.4,3072.0,3.0,2.0,2.0,515.0,126.0,1920.0,Darebin City Council,-37.74794,144.99111000000002,Northern Metropolitan,14577.0
Preston,3/26 Tyler St,2,u,465000.0,PI,Nelson,3/06/2017,8.4,3072.0,2.0,1.0,1.0,163.0,169.0,,Darebin City Council,-37.733109999999996,145.03552,Northern Metropolitan,14577.0
Preston,42 Tyler St,3,h,725000.0,S,Barry,3/06/2017,8.4,3072.0,3.0,1.0,2.0,590.0,94.0,1950.0,Darebin City Council,-37.73314,145.03437,Northern Metropolitan,14577.0
Preston,39 William St,3,h,972500.0,S,Nelson,3/06/2017,8.4,3072.0,3.0,1.0,1.0,448.0,103.0,1930.0,Darebin City Council,-37.734429999999996,145.00201,Northern Metropolitan,14577.0
Preston,26A Young St,3,h,955000.0,S,Nelson,3/06/2017,8.4,3072.0,3.0,1.0,1.0,263.0,123.0,2000.0,Darebin City Council,-37.74739,145.00933999999998,Northern Metropolitan,14577.0
Princes Hill,109 McIlwraith St,3,h,1900000.0,PI,Nelson,3/06/2017,3.5,3054.0,3.0,1.0,0.0,204.0,194.0,1910.0,Yarra City Council,-37.782509999999995,144.96817,Northern Metropolitan,1008.0
Reservoir,2/12 MacK St,3,t,,PI,Nelson,3/06/2017,12.0,3073.0,3.0,2.0,1.0,160.0,123.0,2000.0,Darebin City Council,-37.702,145.01447,Northern Metropolitan,21650.0
Reservoir,2/33 Oconnor St,2,t,521000.0,S,Harcourts,3/06/2017,12.0,3073.0,2.0,1.0,1.0,0.0,94.0,2009.0,Darebin City Council,-37.7106,145.00177,Northern Metropolitan,21650.0
Reservoir,76 Powell St,3,h,857700.0,SP,hockingstuart,3/06/2017,12.0,3073.0,3.0,1.0,1.0,325.0,116.0,1930.0,Darebin City Council,-37.72589,144.99681,Northern Metropolitan,21650.0
Reservoir,2/4 Pratt St,3,t,642500.0,S,Barry,3/06/2017,12.0,3073.0,3.0,2.0,2.0,160.0,140.0,2010.0,Darebin City Council,-37.710640000000005,145.01067,Northern Metropolitan,21650.0
Richmond,5/202 Lennox St,2,u,575000.0,S,Biggin,3/06/2017,2.4,3121.0,2.0,1.0,1.0,407.0,66.0,1960.0,Yarra City Council,-37.82046,144.99398,Northern Metropolitan,14949.0
Ringwood East,8 Marwarra St,4,h,910000.0,S,Fletchers,3/06/2017,21.3,3135.0,4.0,1.0,2.0,669.0,179.0,1965.0,Maroondah City Council,-37.816559999999996,145.24247,Eastern Metropolitan,4407.0
Ringwood East,6 Victoria St,4,h,1200000.0,S,Real,3/06/2017,21.3,3135.0,4.0,1.0,1.0,833.0,151.0,1960.0,Maroondah City Council,-37.811859999999996,145.25419,Eastern Metropolitan,4407.0
Rosanna,65 Greville Rd,4,h,,S,Nelson,3/06/2017,8.9,3084.0,4.0,2.0,2.0,647.0,204.0,1955.0,Banyule City Council,-37.746340000000004,145.07848,Eastern Metropolitan,3540.0
Rosanna,6/3 Lower Plenty Rd,2,u,,PI,Barry,3/06/2017,8.9,3084.0,2.0,2.0,2.0,256.0,74.0,1930.0,Banyule City Council,-37.74658,145.05818,Eastern Metropolitan,3540.0
Rosanna,1/237 Rosanna Rd,2,h,,SN,Barry,3/06/2017,8.9,3084.0,2.0,1.0,2.0,234.0,98.7,1930.0,Banyule City Council,-37.73884,145.0744,Eastern Metropolitan,3540.0
Roxburgh Park,12 Simmonds Pl,3,h,425000.0,S,Ray,3/06/2017,20.6,3064.0,3.0,2.0,2.0,255.0,141.0,1996.0,Hume City Council,-37.63382,144.92774,Northern Metropolitan,5833.0
Sandringham,131 Bay Rd,4,t,2300000.0,S,Hodges,3/06/2017,15.2,3191.0,4.0,2.0,2.0,604.0,166.0,1940.0,Bayside City Council,-37.95326,145.01779,Southern Metropolitan,4497.0
Sandringham,34 Brighton St,3,h,1710000.0,SP,Buxton,3/06/2017,15.2,3191.0,3.0,2.0,0.0,398.0,150.0,1920.0,Bayside City Council,-37.94785,145.01467,Southern Metropolitan,4497.0
Sandringham,5 Tennyson St,4,t,2221000.0,S,McGrath,3/06/2017,15.2,3191.0,4.0,2.0,2.0,381.0,235.0,2000.0,Bayside City Council,-37.953720000000004,145.00608,Southern Metropolitan,4497.0
Scoresby,13 Drysdale Ct,4,h,,SN,Barry,3/06/2017,22.2,3179.0,4.0,2.0,3.0,667.0,217.0,1979.0,Knox City Council,-37.896409999999996,145.22329,Eastern Metropolitan,2206.0
Seabrook,21 Catherine Rd,3,h,515000.0,SP,LJ,3/06/2017,15.5,3028.0,3.0,1.0,2.0,531.0,98.0,1985.0,Hobsons Bay City Council,-37.87793,144.75626,Western Metropolitan,1793.0
Seaford,43 Galway St,3,h,540000.0,S,Harcourts,3/06/2017,35.4,3198.0,3.0,1.0,2.0,648.0,96.0,1960.0,Frankston City Council,-38.11014,145.14336,South-Eastern Metropolitan,8077.0
Seaholme,26 Sussex St,3,h,1360000.0,S,Sweeney,3/06/2017,11.0,3018.0,3.0,2.0,6.0,663.0,127.8,1970.0,Hobsons Bay City Council,-37.8642,144.84257,Western Metropolitan,852.0
Seddon,17 Tennyson St,3,h,1180000.0,SP,Biggin,3/06/2017,5.1,3011.0,3.0,1.0,0.0,198.0,124.0,1910.0,Maribyrnong City Council,-37.807790000000004,144.88887,Western Metropolitan,2417.0
South Kingsville,76 Saltley St,3,h,790000.0,S,McGrath,3/06/2017,6.2,3015.0,3.0,2.0,2.0,334.0,129.0,2003.0,Hobsons Bay City Council,-37.83137,144.86731,Western Metropolitan,984.0
South Melbourne,1211/50 Albert Rd,2,u,530000.0,VB,Greg,3/06/2017,1.9,3205.0,2.0,1.0,1.0,1646.0,52.0,2012.0,Port Phillip City Council,-37.83406,144.97131000000002,Southern Metropolitan,5943.0
South Morang,7 Alexis Cl,4,h,915000.0,S,Harcourts,3/06/2017,20.5,3752.0,4.0,3.0,2.0,624.0,410.0,2005.0,Whittlesea City Council,-37.63485,145.07272,Northern Metropolitan,7969.0
South Morang,18 Grange Dr,3,h,644000.0,S,Harcourts,3/06/2017,20.5,3752.0,3.0,2.0,4.0,492.0,160.0,2007.0,Whittlesea City Council,-37.64215,145.08584,Northern Metropolitan,7969.0
South Morang,141 Hawkstowe Pde,5,h,905000.0,S,Ray,3/06/2017,20.5,3752.0,5.0,5.0,3.0,700.0,270.0,2010.0,Whittlesea City Council,-37.6236,145.10629,Northern Metropolitan,7969.0
South Yarra,104/2 Cromwell Rd,2,u,800000.0,SP,Abercromby's,3/06/2017,2.7,3141.0,2.0,2.0,1.0,0.0,73.0,2014.0,Melbourne City Council,-37.847120000000004,144.99967,Southern Metropolitan,14887.0
South Yarra,78 Hope St,2,h,2210000.0,S,Castran,3/06/2017,2.7,3141.0,2.0,2.0,1.0,187.0,133.0,1890.0,Melbourne City Council,-37.83554,144.97956000000002,Southern Metropolitan,14887.0
South Yarra,4 Palfreyman St,3,h,1400000.0,SP,Kay,3/06/2017,2.7,3141.0,3.0,1.0,1.0,136.0,132.0,1993.0,Melbourne City Council,-37.84497,144.99781000000002,Southern Metropolitan,14887.0
South Yarra,7/215 Williams Rd,2,u,535000.0,SP,Gary,3/06/2017,2.7,3141.0,0.0,1.0,1.0,0.0,63.0,1970.0,Melbourne City Council,-37.84468,145.00368,Southern Metropolitan,14887.0
Southbank,512/22 Dorcas St,1,u,422000.0,S,MICM,3/06/2017,0.7,3006.0,1.0,1.0,1.0,63.0,51.0,2010.0,Melbourne City Council,-37.83014,144.96967,Southern Metropolitan,8400.0
Spotswood,3/7 Kernot St,2,u,,W,RT,3/06/2017,6.2,3015.0,2.0,1.0,1.0,79.0,70.0,1970.0,Hobsons Bay City Council,-37.8274,144.87368,Western Metropolitan,1223.0
Springvale,18 Keets Ct,2,h,,S,Ray,3/06/2017,20.8,3171.0,2.0,1.0,1.0,530.0,94.0,1950.0,Greater Dandenong City Council,-37.960809999999995,145.15902,South-Eastern Metropolitan,7412.0
St Albans,14 Horham Ct,4,h,,SN,Barry,3/06/2017,14.0,3021.0,4.0,1.0,3.0,535.0,136.0,1970.0,Brimbank City Council,-37.74664,144.81466,Western Metropolitan,14042.0
Strathmore,77 Hillsyde Pde,2,h,790000.0,S,Considine,3/06/2017,8.2,3041.0,2.0,2.0,1.0,213.0,120.0,1990.0,Moonee Valley City Council,-37.73519,144.92373999999998,Western Metropolitan,3284.0
Sunbury,1 Heysen Dr,3,h,410000.0,SP,Brad,3/06/2017,31.7,3429.0,3.0,2.0,2.0,600.0,140.0,1980.0,Hume City Council,-37.576859999999996,144.71023,Western Metropolitan,14092.0
Surrey Hills,5/19 Elm St,2,u,740000.0,VB,HAR,3/06/2017,10.2,3127.0,2.0,1.0,2.0,193.0,80.0,1970.0,Boroondara City Council,-37.83275,145.1055,Southern Metropolitan,5457.0
Taylors Hill,16 Kirribilli Bvd,3,h,680000.0,PI,Barry,3/06/2017,18.0,3037.0,3.0,2.0,2.0,666.0,231.0,2005.0,Melton City Council,-37.71594,144.7415,Western Metropolitan,4242.0
Taylors Lakes,10 Fireball Ct,4,h,,SP,Brad,3/06/2017,15.5,3038.0,4.0,2.0,2.0,721.0,268.6,1990.0,Brimbank City Council,-37.70169,144.7879,Western Metropolitan,5336.0
Templestowe,53 Milne St,3,h,1350000.0,S,Jellis,3/06/2017,15.5,3106.0,3.0,2.0,2.0,809.0,188.0,1975.0,Manningham City Council,-37.75289,145.12826,Eastern Metropolitan,6202.0
Templestowe Lower,1/285 Thompsons Rd,4,t,1010000.0,S,Jellis,3/06/2017,12.4,3107.0,4.0,3.0,2.0,332.0,198.0,2013.0,Manningham City Council,-37.76577,145.10728999999998,Eastern Metropolitan,5420.0
Thomastown,167 Victoria Dr,3,h,740000.0,S,Harcourts,3/06/2017,15.3,3074.0,3.0,2.0,2.0,545.0,152.0,1983.0,Whittlesea City Council,-37.68403,144.99246000000002,Northern Metropolitan,7955.0
Thornbury,6/10 Dundas St,2,u,493000.0,S,Woodards,3/06/2017,7.0,3071.0,2.0,1.0,1.0,0.0,65.0,1970.0,Darebin City Council,-37.75257,145.00279,Northern Metropolitan,8870.0
Thornbury,53 Keon St,4,h,1626000.0,S,Jellis,3/06/2017,7.0,3071.0,4.0,1.0,2.0,495.0,120.0,1925.0,Darebin City Council,-37.752309999999994,144.99023,Northern Metropolitan,8870.0
Toorak,1/125 Canterbury Rd,3,u,,S,Jellis,3/06/2017,4.1,3142.0,3.0,3.0,2.0,0.0,167.0,2008.0,Stonnington City Council,-37.84301,145.01025,Southern Metropolitan,7217.0
Toorak,1/36 Grange Rd,1,u,550000.0,PI,Williams,3/06/2017,4.1,3142.0,1.0,1.0,1.0,0.0,64.0,1965.0,Stonnington City Council,-37.83732,145.01164,Southern Metropolitan,7217.0
Toorak,3 Myvore Ct,3,h,,PN,Kay,3/06/2017,4.1,3142.0,3.0,3.0,3.0,1327.0,341.0,1987.0,Stonnington City Council,-37.846070000000005,145.03003999999999,Southern Metropolitan,7217.0
Toorak,2/641 Toorak Rd,2,u,682000.0,S,hockingstuart,3/06/2017,4.1,3142.0,2.0,1.0,1.0,713.0,60.0,1975.0,Stonnington City Council,-37.84301,145.02641,Southern Metropolitan,7217.0
Truganina,3 Ronald Rd,4,h,,SN,Barry,3/06/2017,18.4,3029.0,4.0,2.0,2.0,500.0,159.0,2010.0,Melton City Council,-37.85259,144.72396,Western Metropolitan,5811.0
Vermont,2/557 Canterbury Rd,4,t,975000.0,S,Harcourts,3/06/2017,17.2,3133.0,4.0,2.0,2.0,0.0,207.0,2008.0,Maroondah City Council,-37.83368,145.20408999999998,Eastern Metropolitan,4181.0
Vermont,2/660 Canterbury Rd,3,t,820000.0,SP,iProperty,3/06/2017,17.2,3133.0,3.0,2.0,2.0,277.0,125.0,2016.0,Maroondah City Council,-37.835809999999995,145.19801999999999,Eastern Metropolitan,4181.0
Wantirna,12/765 Boronia Rd,3,t,,SN,Ray,3/06/2017,14.7,3152.0,3.0,2.0,2.0,228.0,3.0,2001.0,Knox City Council,-37.84575,145.22145,Eastern Metropolitan,5424.0
Watsonia North,2/32 Sellars St,3,h,655000.0,SP,Barry,3/06/2017,14.5,3087.0,3.0,2.0,1.0,253.0,116.0,2005.0,Banyule City Council,-37.7004,145.09033,Northern Metropolitan,1442.0
Werribee,91 Market Rd,3,h,472000.0,SP,Triwest,3/06/2017,14.7,3030.0,3.0,1.0,0.0,700.0,151.0,1950.0,Wyndham City Council,-37.89363,144.65693000000002,Western Metropolitan,16166.0
Werribee,1/4 Pepino Ct,3,h,467000.0,S,hockingstuart,3/06/2017,14.7,3030.0,3.0,2.0,1.0,268.0,137.0,2008.0,Wyndham City Council,-37.89347,144.66679,Western Metropolitan,16166.0
Werribee,10 Wallara Rd,3,h,390000.0,S,Hayeswinckle,3/06/2017,14.7,3030.0,3.0,1.0,2.0,530.0,109.0,1987.0,Wyndham City Council,-37.901109999999996,144.63302,Western Metropolitan,16166.0
West Footscray,6 Argyle St,3,h,1155000.0,PI,Village,3/06/2017,6.4,3012.0,3.0,2.0,1.0,342.0,123.0,1920.0,Maribyrnong City Council,-37.793690000000005,144.87511,Western Metropolitan,5058.0
West Footscray,22 Hope St,3,h,1100000.0,S,Biggin,3/06/2017,6.4,3012.0,3.0,2.0,3.0,380.0,106.4,1945.0,Maribyrnong City Council,-37.791940000000004,144.87143999999998,Western Metropolitan,5058.0
Westmeadows,285 Mickleham Rd,3,h,540000.0,SP,Barry,3/06/2017,16.5,3049.0,3.0,1.0,2.0,532.0,122.0,1975.0,Hume City Council,-37.67949,144.88349,Northern Metropolitan,2474.0
Wheelers Hill,87 Chancellor Dr,4,h,1171000.0,S,Harcourts,3/06/2017,16.7,3150.0,4.0,2.0,3.0,800.0,163.0,1968.0,Monash City Council,-37.92024,145.18049,South-Eastern Metropolitan,7392.0
Williamstown,10 Mullins Ct,4,h,1900000.0,S,hockingstuart,3/06/2017,6.8,3016.0,4.0,2.0,1.0,448.0,311.0,1998.0,Hobsons Bay City Council,-37.864090000000004,144.88224,Western Metropolitan,6380.0
Yallambie,8 MacAlister Bvd,5,h,1670000.0,S,Barry,3/06/2017,12.7,3085.0,5.0,3.0,2.0,617.0,315.0,2012.0,Banyule City Council,-37.71992,145.0988,Northern Metropolitan,1369.0
