index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3991,Richmond,140/73 River St,2,u,604000.0,SP,Biggin,22/05/2016,2.6,3121.0,2.0,2.0,2.0,0.0,75.0,2009.0,Yarra City Council,-37.8189,145.0131,Northern Metropolitan,14949.0
7296,Sunshine North,9 Compton Pde,6,h,750000.0,SP,Douglas,27/05/2017,10.5,3020.0,6.0,2.0,4.0,588.0,113.0,1955.0,Brimbank City Council,-37.77049,144.83167,Western Metropolitan,4217.0
5113,Heidelberg,7/75 Rosanna Rd,2,h,490000.0,PI,Purplebricks,10/12/2016,10.6,3084.0,2.0,1.0,1.0,187.0,89.0,1980.0,Banyule City Council,-37.7518,145.0698,Eastern Metropolitan,2890.0
3043,Mont Albert,371 Elgar Rd,2,h,1320000.0,SP,Lindellas,3/09/2016,11.8,3127.0,2.0,1.0,1.0,613.0,115.0,1950.0,Boroondara City Council,-37.8238,145.1135,Eastern Metropolitan,2079.0
12881,Dandenong North,54 Neasham Dr,3,h,642500.0,S,Le,10/03/2018,24.7,3175.0,3.0,2.0,2.0,551.0,137.0,1970.0,Greater Dandenong City Council,-37.94526,145.19999,South-Eastern Metropolitan,8322.0
13291,Mill Park,25 Carroll Cr,3,h,,PI,Ray,17/03/2018,17.9,3082.0,3.0,2.0,2.0,610.0,169.0,1993.0,Whittlesea City Council,-37.66694,145.04193999999995,Northern Metropolitan,10529.0
6556,Roxburgh Park,12 Simmonds Pl,3,h,425000.0,S,Ray,3/06/2017,20.6,3064.0,3.0,2.0,2.0,255.0,141.0,1996.0,Hume City Council,-37.63382,144.92774,Northern Metropolitan,5833.0
8976,Greenvale,78 Kirkham Dr,5,h,940000.0,S,YPA,16/09/2017,20.4,3059.0,5.0,3.0,2.0,,347.0,2011.0,Hume City Council,-37.64298,144.90773000000004,Northern Metropolitan,4864.0
3466,Pascoe Vale,54 Railway Pde,3,h,900000.0,S,Brad,10/12/2016,9.9,3044.0,3.0,1.0,1.0,570.0,139.0,1950.0,Moreland City Council,-37.7273,144.9274,Northern Metropolitan,7485.0
3226,Newport,7 Durkin St,3,h,945000.0,S,Jas,28/05/2016,8.4,3015.0,4.0,2.0,1.0,487.0,190.0,2017.0,Hobsons Bay City Council,-37.8438,144.8806,Western Metropolitan,5498.0
2526,Hughesdale,1/3 Euston Rd,3,t,900000.0,S,Buxton,26/07/2016,13.0,3166.0,3.0,2.0,1.0,360.0,154.0,1975.0,Monash City Council,-37.8937,145.0779,Southern Metropolitan,3145.0
279,Ashburton,9 Gona Ct,3,h,1710000.0,S,hockingstuart,10/12/2016,11.0,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara City Council,-37.8695,145.084,Southern Metropolitan,3052.0
6594,Vermont,2/660 Canterbury Rd,3,t,820000.0,SP,iProperty,3/06/2017,17.2,3133.0,3.0,2.0,2.0,277.0,125.0,2016.0,Maroondah City Council,-37.83581,145.19802,Eastern Metropolitan,4181.0
2591,Keilor East,3A Cudgewa Pl,3,t,770000.0,SP,Barry,3/12/2016,12.8,3033.0,3.0,2.0,1.0,331.0,201.0,2010.0,Brimbank City Council,-37.7325,144.8621,Western Metropolitan,5629.0
10489,Williamstown,10 Dover Rd,3,h,,PI,Barry,14/10/2017,6.8,3016.0,3.0,2.0,1.0,170.0,99.0,1890.0,Hobsons Bay City Council,-37.85657,144.89979,Western Metropolitan,6380.0
10070,Craigieburn,4 Bradworth St,4,h,625000.0,S,LJ,7/10/2017,20.6,3064.0,4.0,2.0,2.0,650.0,200.0,1994.0,Hume City Council,-37.58893,144.9224,Northern Metropolitan,15510.0
1715,Elsternwick,44 Elizabeth St,5,h,,SN,Biggin,27/11/2016,8.5,3185.0,5.0,3.0,2.0,931.0,362.0,1920.0,Glen Eira City Council,-37.8816,145.0009,Southern Metropolitan,4898.0
4479,Surrey Hills,2 Oak St,4,h,,S,Jellis,19/11/2016,11.2,3127.0,4.0,2.0,2.0,832.0,370.0,2001.0,Boroondara City Council,-37.8359,145.1095,Southern Metropolitan,5457.0
10550,Brunswick,53 Stewart St,2,h,1075000.0,VB,Jellis,21/10/2017,5.2,3056.0,2.0,1.0,1.0,2400.0,98.0,1910.0,Moreland City Council,-37.76386,144.96776,Northern Metropolitan,11918.0
1454,Coburg,13 Shaftsbury St,4,h,1742000.0,SP,Nelson,15/10/2016,7.8,3058.0,3.0,2.0,4.0,482.0,256.0,2006.0,Darebin City Council,-37.7529,144.9534,Northern Metropolitan,11204.0
1239,Carlton North,700 Rathdowne St,4,h,2175000.0,S,Woodards,7/05/2016,3.2,3054.0,3.0,1.0,0.0,418.0,163.0,1920.0,Melbourne City Council,-37.7808,144.9736,Northern Metropolitan,3106.0
4836,Yarraville,40 Freeman St,3,h,670000.0,VB,Village,4/06/2016,7.0,3013.0,3.0,1.0,1.0,477.0,120.0,1960.0,Maribyrnong City Council,-37.8186,144.8736,Western Metropolitan,6543.0
6376,Carnegie,135 Leila Rd,3,h,1570000.0,S,hockingstuart,3/06/2017,10.1,3163.0,3.0,2.0,2.0,602.0,180.0,1970.0,Glen Eira City Council,-37.90248,145.05943,Southern Metropolitan,7822.0
13345,South Morang,18 Woodruff Rd,4,h,702000.0,S,Barry,17/03/2018,20.5,3752.0,4.0,2.0,2.0,714.0,245.0,2007.0,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,7969.0
11020,Malvern,9 Horace St,3,h,,VB,Jellis,28/10/2017,5.9,3144.0,3.0,3.0,2.0,337.0,209.0,2001.0,Stonnington City Council,-37.86292,145.03904,Southern Metropolitan,4675.0
5846,Ormond,6/16 Walsh St,2,u,437500.0,S,Woodards,8/04/2017,11.8,3204.0,2.0,1.0,1.0,0.0,74.0,1970.0,Glen Eira City Council,-37.9023,145.0461,Southern Metropolitan,3578.0
7045,Bentleigh East,1B Blenheim St,4,t,,SA,Hodges,27/05/2017,13.8,3165.0,4.0,2.0,2.0,262.0,146.0,2014.0,Glen Eira City Council,-37.90949000000001,145.06802,Southern Metropolitan,10969.0
7134,Essendon West,36 Ruby St,3,h,1050000.0,VB,Barry,27/05/2017,7.5,3040.0,3.0,3.0,1.0,846.0,187.0,1940.0,Moonee Valley City Council,-37.75228,144.88429,Western Metropolitan,588.0
2651,Kensington,41 Barnett St,3,h,1165000.0,S,Nelson,10/09/2016,4.2,3031.0,3.0,1.0,0.0,239.0,135.0,1910.0,Melbourne City Council,-37.7923,144.9324,Northern Metropolitan,5263.0
1784,Elwood,1/127 Glen Huntly Rd,2,u,687500.0,S,Marshall,27/06/2016,7.7,3184.0,2.0,1.0,1.0,0.0,69.0,1930.0,Port Phillip City Council,-37.8828,144.9899,Southern Metropolitan,8989.0
11881,Deepdene,914 Burke Rd,5,h,3080000.0,S,Harcourts,6/01/2018,7.9,3103.0,5.0,2.0,2.0,833.0,370.0,2012.0,Boroondara City Council,-37.81454,145.06008,Southern Metropolitan,892.0
5361,South Kingsville,57 Saltley St,3,h,,SP,Raine,24/09/2016,9.1,3015.0,3.0,2.0,2.0,332.0,27.0,,Hobsons Bay City Council,-37.8299,144.8679,Western Metropolitan,984.0
7394,Essendon,20 Butler St,3,h,1000000.0,VB,Nelson,8/07/2017,7.5,3040.0,3.0,2.0,2.0,213.0,169.0,,Moonee Valley City Council,-37.74635,144.9229,Western Metropolitan,9264.0
5438,Bentleigh,2/4 Lydia St,3,u,,S,Buxton,6/05/2017,13.0,3204.0,3.0,1.0,1.0,0.0,108.0,1957.0,Glen Eira City Council,-37.9194,145.0493,Southern Metropolitan,6795.0
10730,Springvale,58 Ellen St,3,h,880000.0,S,C21,21/10/2017,20.8,3171.0,3.0,1.0,2.0,554.0,94.0,1950.0,Greater Dandenong City Council,-37.95277,145.14193999999995,South-Eastern Metropolitan,7412.0
2202,Glenroy,2 Roy St,4,h,550000.0,VB,Peter,4/03/2017,13.0,3046.0,4.0,2.0,1.0,683.0,138.0,2017.0,Moreland City Council,-37.6964,144.9314,Northern Metropolitan,8870.0
6808,South Melbourne,17/39 Dorcas St,1,h,407500.0,S,Greg,17/06/2017,1.9,3205.0,1.0,1.0,1.0,0.0,53.0,2000.0,Port Phillip City Council,-37.83087,144.96864,Southern Metropolitan,5943.0
642,Bentleigh East,2/119 Marlborough St,2,u,655000.0,S,hockingstuart,18/06/2016,13.9,3165.0,2.0,1.0,1.0,154.0,80.0,2000.0,Glen Eira City Council,-37.9079,145.0685,Southern Metropolitan,10969.0
9018,Malvern,27 McArthur St,3,h,1700000.0,VB,Abercromby's,16/09/2017,5.9,3144.0,3.0,2.0,2.0,,300.0,2003.0,Stonnington City Council,-37.85546,145.03938,Southern Metropolitan,4675.0
3070,Moonee Ponds,25 Buckley St,3,h,1170000.0,S,Re,8/10/2016,6.9,3039.0,3.0,1.0,1.0,443.0,102.0,1930.0,Moonee Valley City Council,-37.7585,144.928,Western Metropolitan,6232.0
10986,Highett,8 Monamie Av,2,h,900000.0,PI,Charlton,28/10/2017,16.0,3190.0,2.0,1.0,1.0,723.0,92.0,1950.0,Bayside City Council,-37.9458,145.03798999999995,Southern Metropolitan,4794.0
8345,Seddon,2/70 Windsor St,2,h,945000.0,SP,Village,29/07/2017,5.1,3011.0,2.0,1.0,1.0,126.0,65.0,1890.0,Maribyrnong City Council,-37.80473,144.89095,Western Metropolitan,2417.0
11578,Donvale,23 Powers St,5,h,1440000.0,S,Barry,18/11/2017,16.1,3111.0,5.0,2.0,2.0,704.0,280.0,1994.0,Manningham City Council,-37.7741,145.18,Eastern Metropolitan,4790.0
1261,Carnegie,64 Lyons St,2,h,890000.0,S,hockingstuart,4/03/2017,11.4,3163.0,2.0,1.0,1.0,282.0,111.0,,Glen Eira City Council,-37.8957,145.0528,Southern Metropolitan,7822.0
13095,Thornbury,50 Leinster Gr,4,h,1400000.0,SP,Nelson,17/02/2018,7.0,3071.0,4.0,3.0,2.0,309.0,164.0,2017.0,Darebin City Council,-37.76021,144.98781,Northern Metropolitan,8870.0
9615,Plumpton,9 Remy Av,4,h,625500.0,SP,HAR,23/09/2017,23.8,3335.0,4.0,2.0,2.0,477.0,178.0,2012.0,Melton City Council,-37.71429000000001,144.72492,Western Metropolitan,1490.0
721,Braybrook,25 Lily St,2,h,645000.0,S,Barry,3/09/2016,10.8,3019.0,2.0,1.0,1.0,566.0,75.0,1950.0,Maribyrnong City Council,-37.7839,144.8524,Western Metropolitan,3589.0
4245,Spotswood,154 Hudsons Rd,4,h,1315000.0,S,hockingstuart,18/06/2016,7.7,3015.0,4.0,2.0,3.0,830.0,134.0,1920.0,Hobsons Bay City Council,-37.829,144.8807,Western Metropolitan,1223.0
1792,Elwood,28/125 Ormond Rd,2,u,,S,Hodges,28/08/2016,7.7,3184.0,2.0,2.0,1.0,0.0,80.0,2000.0,Port Phillip City Council,-37.8857,144.9884,Southern Metropolitan,8989.0
520,Balwyn North,11 Milfay Ct,3,h,1651000.0,S,Nelson,27/11/2016,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,Boroondara City Council,-37.7895,145.0985,Southern Metropolitan,7809.0
3342,Northcote,338 Separation St,2,t,701000.0,SP,Nelson,17/09/2016,5.5,3070.0,2.0,1.0,1.0,0.0,109.0,2000.0,Darebin City Council,-37.7711,145.013,Northern Metropolitan,11364.0
2816,Maidstone,32c Burns St,2,t,510000.0,SP,Sweeney,22/08/2016,9.2,3012.0,2.0,1.0,2.0,118.0,91.0,2014.0,Maribyrnong City Council,-37.787,144.8748,Western Metropolitan,3873.0
12433,Parkdale,54 Balmoral Dr,4,h,1451000.0,S,O'Brien,3/02/2018,21.5,3195.0,4.0,3.0,2.0,,173.0,1980.0,Kingston City Council,-37.98496,145.08871000000005,South-Eastern Metropolitan,5087.0
2088,Footscray,119 Droop St,2,h,745000.0,S,Village,30/07/2016,6.4,3011.0,2.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong City Council,-37.7931,144.8938,Western Metropolitan,7570.0
5311,Glen Huntly,1/205 Grange Rd,2,u,640000.0,S,Gary,26/07/2016,10.4,3163.0,2.0,1.0,1.0,1784.0,110.0,1970.0,Glen Eira City Council,-37.8966,145.0453,Southern Metropolitan,2403.0
7643,Hawthorn,10 Through St,3,h,1425000.0,VB,Jellis,12/08/2017,5.3,3122.0,3.0,1.0,1.0,333.0,108.0,1930.0,Boroondara City Council,-37.82737,145.02971000000005,Southern Metropolitan,11308.0
534,Bentleigh,12b Coates St,4,t,1435000.0,S,hockingstuart,6/08/2016,13.0,3204.0,3.0,3.0,2.0,291.0,212.0,2012.0,Glen Eira City Council,-37.9278,145.0337,Southern Metropolitan,6795.0
12246,Keysborough,32 Elmswood Bvd,4,h,970000.0,VB,McGrath,9/12/2017,25.2,3173.0,4.0,2.0,2.0,529.0,168.0,2013.0,Greater Dandenong City Council,-37.99615,145.14878000000004,South-Eastern Metropolitan,8459.0
1862,Essendon,1/19 Cameron Rd,2,u,691000.0,SP,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,201.0,80.0,1995.0,Moonee Valley City Council,-37.7454,144.928,Western Metropolitan,9264.0
13035,Mernda,12 Silverwood Dr,3,h,,PI,HAR,17/02/2018,25.9,3754.0,3.0,2.0,2.0,480.0,218.0,2014.0,Whittlesea City Council,-37.60192,145.06467,Northern Metropolitan,5812.0
12646,Dandenong North,93 Hennessy Wy,4,h,850000.0,PI,Ray,3/03/2018,24.7,3175.0,4.0,2.0,2.0,553.0,217.0,1999.0,Greater Dandenong City Council,-37.94691,145.20255,South-Eastern Metropolitan,8322.0
10893,Clifton Hill,13 Gray St,3,h,1740000.0,S,Purplebricks,28/10/2017,3.6,3068.0,3.0,1.0,2.0,,115.0,1920.0,Yarra City Council,-37.79421,145.00035,Northern Metropolitan,2954.0
10414,North Melbourne,24 Leveson St,3,h,1480000.0,S,Woodards,14/10/2017,1.8,3051.0,3.0,2.0,,133.0,200.0,,Melbourne City Council,-37.8042,144.95117,Northern Metropolitan,6821.0
1886,Essendon North,4/8 Keam St,2,u,450000.0,SP,Barry,14/05/2016,9.4,3041.0,2.0,1.0,1.0,88.0,59.0,1960.0,Moonee Valley City Council,-37.7389,144.8998,Western Metropolitan,1308.0
3937,Richmond,149 Mary St,3,h,1100000.0,S,Abercromby's,10/12/2016,2.6,3121.0,3.0,1.0,0.0,162.0,81.0,1915.0,Yarra City Council,-37.8241,145.0015,Northern Metropolitan,14949.0
10450,South Morang,21 The Atrium,4,h,,PI,Ray,14/10/2017,20.5,3752.0,4.0,2.0,2.0,604.0,262.0,2014.0,Whittlesea City Council,-37.61474000000001,145.069,Northern Metropolitan,7969.0
6967,Oak Park,3/13 Sylvester St,2,t,560000.0,SP,Eview,24/06/2017,11.2,3046.0,2.0,1.0,1.0,132.0,73.0,2014.0,Moreland City Council,-37.72048,144.91323,Northern Metropolitan,2651.0
803,Brighton,66 Champion St,4,h,3900000.0,S,Nick,22/05/2016,11.2,3186.0,4.0,2.0,2.0,842.0,311.0,1990.0,Bayside City Council,-37.9227,145.0043,Southern Metropolitan,10579.0
5844,Oakleigh,110 Atkinson St,4,h,1840000.0,S,Woodards,29/04/2017,14.0,3166.0,4.0,2.0,2.0,598.0,222.0,1900.0,Monash City Council,-37.898,145.0928,Southern Metropolitan,3224.0
8772,Moonee Ponds,11 Murray St,3,h,1240000.0,S,Jellis,9/09/2017,6.2,3039.0,3.0,2.0,2.0,784.0,172.0,2007.0,Moonee Valley City Council,-37.75947,144.92542,Western Metropolitan,6232.0
4019,Richmond,43 Type St,3,h,1270000.0,S,Biggin,27/11/2016,2.6,3121.0,3.0,1.0,1.0,152.0,92.0,1910.0,Yarra City Council,-37.8219,145.0096,Northern Metropolitan,14949.0
3701,Preston,5/152 Tyler St,1,u,,PI,Ray,16/07/2016,8.8,3072.0,1.0,1.0,1.0,0.0,63.0,2010.0,Darebin City Council,-37.7316,145.0201,Northern Metropolitan,14577.0
13029,Melton,10 Burleigh Rd,3,h,350000.0,VB,Ryder,17/02/2018,31.7,3337.0,3.0,1.0,2.0,580.0,96.0,1970.0,Melton City Council,-37.67576,144.58715,Western Victoria,3600.0
7383,Doncaster East,20 Dianne St,4,h,1310000.0,S,Barry,8/07/2017,14.3,3109.0,4.0,3.0,2.0,706.0,200.0,1970.0,Manningham City Council,-37.79561,145.16268,Eastern Metropolitan,10999.0
1096,Burwood,30 Station St,3,h,1755000.0,S,Buxton,4/02/2016,11.7,3125.0,3.0,1.0,1.0,931.0,145.0,1970.0,Monash City Council,-37.854,145.1195,Southern Metropolitan,5678.0
4530,Templestowe Lower,20 Astley St,4,h,1209000.0,S,Barry,26/07/2016,13.8,3107.0,4.0,2.0,2.0,770.0,160.0,1965.0,Manningham City Council,-37.7617,145.1065,Eastern Metropolitan,5420.0
13529,Glen Waverley,58 Delmore Cr,3,h,1330000.0,S,JRW,24/02/2018,16.7,3150.0,3.0,1.0,1.0,651.0,133.0,1960.0,Monash City Council,-37.86361,145.15233,Eastern Metropolitan,15321.0
7386,Donvale,6/5 Sunray Ct,2,t,630000.0,PI,Sell,8/07/2017,16.1,3111.0,2.0,1.0,1.0,196.0,100.0,2000.0,Manningham City Council,-37.80103,145.17844,Eastern Metropolitan,4790.0
8361,Tarneit,27 Chesterton Av,4,h,,SN,Barry,29/07/2017,18.4,3029.0,4.0,2.0,2.0,597.0,203.0,2004.0,Wyndham City Council,-37.86726,144.65981000000005,Western Metropolitan,10160.0
1700,Elsternwick,9 Ripon Gr,4,h,1650000.0,PI,Biggin,18/06/2016,8.5,3185.0,1.0,3.0,2.0,386.0,185.0,1913.0,Glen Eira City Council,-37.883,144.999,Southern Metropolitan,4898.0
239,Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,16/04/2016,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,6567.0
13015,Keilor East,166 Rachelle Rd,4,h,901500.0,SP,Alexkarbon,17/02/2018,11.7,3033.0,4.0,2.0,2.0,563.0,186.0,1960.0,Brimbank City Council,-37.7337,144.87256000000005,Western Metropolitan,5629.0
11728,Moonee Ponds,28 Dean St,3,h,902000.0,PI,Nelson,25/11/2017,6.2,3039.0,3.0,1.0,1.0,,98.0,1910.0,Moonee Valley City Council,-37.7677,144.9268,Western Metropolitan,6232.0
3039,Middle Park,82 Hambleton St,3,h,1500000.0,VB,Cayzer,27/06/2016,4.1,3206.0,3.0,2.0,1.0,151.0,165.0,1880.0,Port Phillip City Council,-37.847,144.9594,Southern Metropolitan,2019.0
11515,Botanic Ridge,15 Bellis Cct,4,h,750000.0,S,Bowman,18/11/2017,34.7,3977.0,4.0,2.0,2.0,629.0,223.0,2010.0,Casey City Council,-38.1452,145.2512,South-Eastern Metropolitan,1240.0
4172,South Yarra,6 Medley St,2,h,,SN,Castran,18/03/2017,3.3,3141.0,2.0,1.0,0.0,151.0,74.0,1880.0,Melbourne City Council,-37.8431,144.9932,Southern Metropolitan,14887.0
9425,Balwyn,12 Belmore Rd,5,h,2580000.0,PI,Marshall,23/09/2017,7.9,3103.0,5.0,5.0,2.0,621.0,575.0,2009.0,Boroondara City Council,-37.80199,145.06486,Southern Metropolitan,5682.0
11683,Greensborough,2 Wyuna Cl,3,h,905000.0,S,Morrison,25/11/2017,16.1,3088.0,3.0,2.0,1.0,,139.0,1970.0,Banyule City Council,-37.697,145.1008,Northern Metropolitan,8524.0
12330,South Morang,15 Payne Pl,4,h,621000.0,S,Stockdale,9/12/2017,20.5,3752.0,4.0,2.0,2.0,568.0,170.0,2002.0,Whittlesea City Council,-37.65116,145.09417,Northern Metropolitan,7969.0
612,Bentleigh East,5b MacKie Rd,3,t,921000.0,S,Buxton,12/11/2016,13.9,3165.0,3.0,2.0,2.0,167.0,140.0,2009.0,Glen Eira City Council,-37.9219,145.0733,Southern Metropolitan,10969.0
6937,Malvern East,32 The Boulevard,4,h,,S,Jellis,24/06/2017,8.4,3145.0,4.0,2.0,2.0,545.0,300.0,1970.0,Stonnington City Council,-37.87363,145.08682,Southern Metropolitan,8801.0
5548,Canterbury,49 Mangarra Rd,5,h,8000000.0,VB,Sotheby's,13/05/2017,9.0,3126.0,5.0,5.0,4.0,2079.0,464.3,1880.0,Boroondara City Council,-37.8179,145.0694,Southern Metropolitan,3265.0
7723,South Morang,60 Tuross Cr,4,h,,PI,Millership,12/08/2017,20.5,3752.0,4.0,2.0,2.0,451.0,214.0,2009.0,Whittlesea City Council,-37.63462,145.09186,Northern Metropolitan,7969.0
12845,Williamstown,38 Perry St,3,h,1075000.0,SP,Sweeney,3/03/2018,6.8,3016.0,3.0,2.0,1.0,269.0,150.0,1970.0,Hobsons Bay City Council,-37.86157,144.8926,Western Metropolitan,6380.0
588,Bentleigh East,13 Claronga St,3,h,885000.0,S,C21,4/06/2016,13.9,3165.0,3.0,1.0,2.0,565.0,110.0,1950.0,Glen Eira City Council,-37.9262,145.0808,Southern Metropolitan,10969.0
2760,Kew,6/108 Walpole St,3,u,620000.0,VB,hockingstuart,28/05/2016,5.6,3101.0,3.0,1.0,1.0,0.0,112.0,1970.0,Boroondara City Council,-37.7978,145.0333,Southern Metropolitan,10331.0
13105,Werribee,9 Noelhurst Ct,4,h,720000.0,VB,Ray,17/02/2018,14.7,3030.0,4.0,2.0,3.0,1000.0,201.0,1990.0,Wyndham City Council,-37.91212,144.63242,Western Metropolitan,16166.0
1896,Fairfield,197 Station St,4,h,1160000.0,PI,Nelson,7/05/2016,5.8,3078.0,4.0,2.0,1.0,381.0,145.0,1890.0,Darebin City Council,-37.7735,145.0192,Northern Metropolitan,2970.0
9245,Edithvale,115 Ella Gr,3,h,875000.0,SP,Eview,19/08/2017,27.0,3196.0,3.0,1.0,3.0,694.0,136.0,1975.0,Kingston City Council,-38.03819,145.12443000000005,South-Eastern Metropolitan,2546.0
8115,Richmond,221/253 Bridge Rd,2,u,419000.0,S,Jellis,22/07/2017,2.4,3121.0,2.0,1.0,1.0,3512.0,51.0,2011.0,Yarra City Council,-37.81828,144.99788999999996,Northern Metropolitan,14949.0
6715,Greenvale,17 Arkley Dr,4,h,645000.0,S,Barry,17/06/2017,20.4,3059.0,3.0,2.0,2.0,538.0,154.0,2000.0,Hume City Council,-37.6499,144.9013,Northern Metropolitan,4864.0
3124,Moonee Ponds,4/7 York St,1,u,336000.0,S,Brad,28/08/2016,6.9,3039.0,1.0,1.0,1.0,0.0,50.0,1980.0,Moonee Valley City Council,-37.7652,144.9116,Western Metropolitan,6232.0
9757,Burwood,30 Montpellier Rd,4,h,1480000.0,S,Ray,26/08/2017,10.4,3125.0,4.0,2.0,2.0,,209.0,2005.0,Monash City Council,-37.85758,145.10792,Southern Metropolitan,5678.0
371,Balaclava,10 Grosvenor St,3,h,1690000.0,S,McGrath,25/02/2017,6.6,3183.0,3.0,2.0,2.0,339.0,159.0,1890.0,Port Phillip City Council,-37.872,144.9909,Southern Metropolitan,2952.0
1583,Collingwood,8/115 Oxford St,2,u,800000.0,VB,Nelson,25/02/2017,1.6,3066.0,2.0,1.0,1.0,0.0,91.0,1900.0,Yarra City Council,-37.8026,144.9848,Northern Metropolitan,4553.0
7719,Scoresby,5 Drysdale Ct,3,h,870000.0,SP,hockingstuart,12/08/2017,22.2,3179.0,3.0,2.0,2.0,590.0,151.0,1981.0,Knox City Council,-37.89628,145.22294,Eastern Metropolitan,2206.0
1604,Doncaster,35 Bordeaux St,4,h,1430000.0,S,Jellis,10/12/2016,13.9,3108.0,4.0,2.0,2.0,655.0,170.0,1970.0,Manningham City Council,-37.782,145.1194,Eastern Metropolitan,9028.0
9106,Sunshine North,33 Sandford Av,3,h,,PI,Barry,16/09/2017,10.5,3020.0,3.0,1.0,2.0,,120.0,1960.0,Brimbank City Council,-37.76636,144.82665,Western Metropolitan,4217.0
3392,Oak Park,1/85 Winifred St,3,h,,PN,Eview,10/09/2016,11.5,3046.0,3.0,1.0,1.0,276.0,94.0,1950.0,Moreland City Council,-37.7182,144.912,Northern Metropolitan,2651.0
10037,Blackburn North,20 Mall Ct,4,h,1275000.0,SP,Jellis,7/10/2017,13.4,3130.0,4.0,2.0,1.0,,170.0,1960.0,Whitehorse City Council,-37.80793,145.14295,Eastern Metropolitan,2867.0
3363,Northcote,14 Bent St,3,h,,SN,hockingstuart,27/06/2016,5.5,3070.0,3.0,1.0,1.0,251.0,129.0,1925.0,Darebin City Council,-37.7673,144.9981,Northern Metropolitan,11364.0
7913,Richmond,126 Buckingham St,2,h,,PI,Biggin,15/07/2017,2.4,3121.0,2.0,1.0,1.0,239.0,123.0,1890.0,Yarra City Council,-37.81438,145.00569,Northern Metropolitan,14949.0
8301,Melton West,20 Linlithgow Wy,4,h,427500.0,S,hockingstuart,29/07/2017,31.7,3337.0,4.0,1.0,2.0,865.0,129.92,1980.0,Melton City Council,-37.67396,144.55784,Northern Victoria,6065.0
4221,Southbank,308/18 Kavanagh St,1,u,455000.0,S,Greg,11/02/2017,1.2,3006.0,1.0,1.0,0.0,760.0,70.0,2007.0,Melbourne City Council,-37.8228,144.9661,Southern Metropolitan,8400.0
2317,Hampton,5/440 Hampton St,2,u,616000.0,PI,RT,6/08/2016,13.7,3188.0,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside City Council,-37.9373,145.0027,Southern Metropolitan,5454.0
5435,Balwyn North,16 Ventnor St,4,h,1725000.0,PI,Marshall,29/04/2017,9.2,3104.0,4.0,3.0,2.0,627.0,213.0,1970.0,Boroondara City Council,-37.7827,145.0945,Southern Metropolitan,7809.0
11450,Strathmore,10 Cranwell Av,3,h,1640000.0,SP,McDonald,11/11/2017,8.2,3041.0,3.0,3.0,3.0,604.0,157.0,1998.0,Moonee Valley City Council,-37.7391,144.9094,Western Metropolitan,3284.0
735,Braybrook,2B Bradford Ct,3,t,579000.0,S,Sweeney,19/11/2016,10.8,3019.0,3.0,2.0,1.0,198.0,144.0,2013.0,Maribyrnong City Council,-37.7827,144.8625,Western Metropolitan,3589.0
2576,Ivanhoe,2/92 Beatty St,2,t,710000.0,PI,Nelson,28/08/2016,7.9,3079.0,2.0,1.0,1.0,134.0,120.0,2012.0,Banyule City Council,-37.7582,145.034,Eastern Metropolitan,5549.0
1318,Carnegie,5/33 Gnarwyn Rd,2,u,632500.0,S,Buxton,28/05/2016,11.4,3163.0,2.0,1.0,1.0,99.0,98.0,1965.0,Glen Eira City Council,-37.8946,145.0588,Southern Metropolitan,7822.0
8610,Werribee,4 Albany Ct,4,h,630000.0,S,hockingstuart,3/09/2017,14.7,3030.0,4.0,2.0,2.0,720.0,163.0,2001.0,Wyndham City Council,-37.87215,144.65608,Western Metropolitan,16166.0
3534,Port Melbourne,6/157 Beach St,2,u,1100000.0,SP,Cayzer,7/05/2016,3.8,3207.0,2.0,2.0,1.0,0.0,110.0,2006.0,Melbourne City Council,-37.8392,144.9257,Southern Metropolitan,8648.0
8660,Bundoora,36 Ormond Bvd,4,h,758000.0,S,Ray,9/09/2017,12.1,3083.0,4.0,3.0,2.0,331.0,331.0,2010.0,Banyule City Council,-37.67998,145.07345,Northern Metropolitan,10175.0
3930,Richmond,90 Bendigo St,3,h,,PI,hockingstuart,10/12/2016,2.6,3121.0,3.0,1.0,0.0,203.0,127.0,1890.0,Yarra City Council,-37.8264,145.0115,Northern Metropolitan,14949.0
11648,Maribyrnong,11 Cornwall Pl,5,h,1700000.0,SP,hockingstuart,18/11/2017,4.3,3032.0,5.0,3.0,6.0,,321.0,2014.0,Maribyrnong City Council,-37.7872,144.8958,Western Metropolitan,4918.0
